A,I,C
3.8822052590997127,0.33634684830330563
3.4876234139679534,0.21325985635617223
3.238120433108155,0.198183637534353
3.1192752331335774,0.14514851971325832
3.0447975023860625,0.09364539536890991
3.0184676628518243,0.060162335979329684
3.02930199649564,0.04713723070202542
2.998462201773429,0.051991635604905155
3.006526038215429,0.03378965139237271
2.9962975035229342,0.025786425099904215
W,A,I,C
3.1236062145387864,0.26761370794396566
2.9821566056028317,0.2244958266258286
2.963664152072982,0.15201204289527215
2.8999038507061727,0.11323352611728318
2.99055984777294,0.07957354932746553
2.991778117189518,0.03583170562632015
3.0076434708630955,0.050623614564516826
2.9834326438508385,0.03447150423740198
2.9813959146565443,0.02492749072049436
2.9785378051644784,0.016494013295532902
T,n
3.0630274007262455,0.25742596593007205
2.9541263097181667,0.22182113305445297
2.953940470658965,0.15092691868648722
2.8977618400545015,0.11326176663824723
2.989901415862638,0.07957102358959489
2.9915744863322695,0.03583001092402597
3.00754459008809,0.05062346758610658
2.983375638778893,0.03446861895653577
2.981380358099836,0.024927761522677127
2.97853351005146,0.016493854611905213
V,n
0.30289406906270305,0.1911655432226754
0.28030295884665807,0.1599220018332814
0.19447362828034842,0.0571538325453564
0.08568042606684559,0.020776024541208866
0.05267455282415292,0.010927411384356362
0.0325809371598148,0.00502911154757233
0.023731386001483494,0.002373057506689446
0.01824162302272229,0.0020632519293772526
0.009956196292634762,0.0007802134612714632
0.005497744664066082,0.0004858757859828958
g,e
[3.29809384 0.19687261],[3.13671278 0.11047539],[3.08073921 0.07428121],[3.02812935 0.05518129],[3.02783684 0.04604949],[2.99978962 0.07105145],[3.00175276 0.06463815],[3.01025311 0.05227433],[2.98526273 0.04191249],[2.99828512 0.05971335]
